gmaps_place_id,place_name,business_status,formatted_address,gmaps_uri,latitude,longitude,national_phone_number,international_phone_number,website_uri,rating,user_rating_count,tags,review_1,review_2,review_3
ChIJ4UNsQ6QZ2jERArpaRK7uATI,New Ubin Seafood CHIJMES,OPERATIONAL,"30 Victoria St, #02-01B C, Singapore 187996",https://maps.google.com/?cid=3603423609111624194&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.2949407,103.8528159,9740 6870,+65 9740 6870,https://newubinseafood.com/,4.4,2297.0,"bar, bbq, chinese, cozy, fancy, friendly, fusion, group, hawker, lively, local, malay, noisy, noodles, rice, seafood, seafood focused vibe, singaporean, smoked pork collar, steak, tequila infused chicken, their drinks contributing, traditional, vibrant, without any fuss","Had such a great experience here  The service was very attentive and personalised. We were initially seated near the bar, but when we asked for a window seat, the staff kindly accommodated us without any fuss   Food came out really quickly, and the service was super thoughtful  they even offered to help us cut the stingray fish, which we really appreciated   Theres a wide variety of local dishes, with a few fun fusion twists. Really enjoyed the food and the overall vibe of this place   We also c","New Ubin Seafood is at first seems to be a bit ""all over the place"". You sit in a home-style traditional Chinese round table, yet you see burgers and steak, alongside with somewhat a random collection of food. ""Seafood"" is in the restaurant title but you do not get a seafood-focused vibe at all.  But all is forgiven when you crunch into the mindblowing chicken wings, the crispy eggplans, the fishcake glass noodles, the deep fried baby squid, etc. The parade of really amazing food goes on dish af",The BBQ sea perch was amazing! The Boss Bee Hoon and Chye Poh Kway Teow were full of wok-hei too. The kaya toast that was served on the house was a pleasant surprise and sweet ending to our meal. Kudos to the crew as well as the service was very good and fast despite during festive season. Will definitely be back again!
ChIJDVvGO8kZ2jERoThpnZ1p97s,Chye Seng Huat Hardware,OPERATIONAL,"150 Tyrwhitt Rd, Singapore 207563",https://maps.google.com/?cid=13544410530011756705&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.3116043,103.8603144,6299 4321,+65 6299 4321,http://www.cshhcoffee.com/,4.3,2813.0,"aesthetic, bar, breakfast, bright, busy, cafe, casual, chill, clean, coffee, cramped, friendly, im happy w, pastry, reasonable another plus, relaxed, rustic, same young man, spot whether youre, week when something","This cafe is a really comfortable place to hang out. The space is large with plenty of seating, so it never feels cramped even during busy hours. They offer a wide variety of hearty breakfast and main meal options, and their pastries selection is quite extensive as well, most of them are around $5, which is very reasonable.  Another plus is that they provide free water, which is always appreciated. On top of that, they even run coffee roasting classes for those who want to learn more about the c","This cafe serves good quality filtered coffee as well as breakfast & pastry. I tried their limited edition Panama Geisha Washed Filtered Coffee, by Hartmann. The coffee has a good amount of acidity but it is bright, fruity & peach notes, medium bodied, and pretty balanced finished, tho it is not as clean as I liked it to be (maybe I will add a bit of water to it, or I might grind the beans more coarse, not so fine). The wraps and sourdough is lovely, fresh and tasty, we love it so much. The atmo","Went for their 1hr roastery tour conducted by Sean. Love it. Well explained & well paced. I patronised CSSH during their early yrs & then jz stopped, no reason. Not been here for much too long. Love the space, their inner layout, their relaxed chill, old homes vibe, feels v.natural & i believe , is natural too. Their roastery tour is highly recommended. Jz curious so signed up for it & im happy w it. Good  duration too!"
ChIJPTp06MwZ2jERedUHVg869Sg,Bu Bu Gao Sheng (步步糕升）Pancake Queen Street,OPERATIONAL,"269b Queen St, #01-236, Singapore 182269",https://maps.google.com/?cid=2951328968353502585&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.3001743,103.8534821,8186 6966,+65 8186 6966,,4.1,35.0,"bright, coffee, friendly, healthy, hidden, plastic bag which, purmei lor mee, quiet, room temperature till, small, some sugar crunch, typical minjiangkueh stalls","A quiet gem at a corner of the coffeeshop. The sliced pancake texture is different from others and great. Apart from coconut that needs to be consumed on the same day, the rest of the sliced pancakes can be kept at room temperature till next day. Give a try, you will like it!",Good texture similar to bika ambon kueh. I ordered the chunky peanut butter flavour to try. The crushed peanuts are crunchy with some sugar crunch. The pieces looks small but its actually pretty filling.,"Flour is chewy with a different flavor from typical minjiangkueh stalls, but peanut filling was a touch too salty and a little out of place. Filling amount was acceptable"
ChIJRd0YJFAR2jERzWfBhupjCVo,Genki Sushi Hillion Mall,OPERATIONAL,"17 Petir Rd, #01-14, Singapore 678278",https://maps.google.com/?cid=6487826597138229197&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.3787219,103.76415329999999,6974 7308,+65 6974 7308,https://www.genkisushi.com.sg/locate-us/,4.6,3167.0,"casual, comes fast via, fine dining, friendly, full of customers, full of smile, range of, sushi, train delivery system",Consistent quality and cleanliness across outlets. Sushi are prepared promptly right after placing orders. Food taste great.,Service is always very prompt and staff are very friendly and kind towards my children. We dine here almost weekly. Good range of food with options for mini portions which makes it convenient for children or peckish eaters,"Genki Sushi is always a reliable spot for quick and satisfying sushi. The food comes fast via the train delivery system, and everything is fresh and nicely presented. The aburi salmon and mentai options are especially good! Prices are reasonable for the quality, and ordering from the tablet is super convenient. Service is usually friendly and efficient. Overall, a great choice for casual sushi cravings  not fine dining, but consistently enjoyable."
ChIJizikPwYZ2jERtXEJMxvNgo4,Eddy's,OPERATIONAL,"531A Upper Cross St, #02-13, Singapore 051531",https://maps.google.com/?cid=10268995617062220213&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.2852356,103.8458694,9235 7211,+65 9235 7211,https://www.facebook.com/Eddys-%E8%89%BE%E8%BF%AA%E4%B8%80%E5%8F%B7-112504563954962/,4.7,260.0,"friendly, hawker, lunch, mouth meat meat, natural depth of, perfectly crisp skin, rice, your mouth meat","It's been awhile I had a good duck confit.  This one is served in Hong Lim food centre. Nothing to nick pick. Flavorful with herbs, crispy skin and very tender meat.  Polished everything on the plate. ","Tried the Duck Confit from Eddys at Hong Lim Food Centre and Im honestly impressed  especially for a hawker setting. The duck was done really well: crispy on the outside, tender and juicy on the inside, with the fat properly rendered so it wasnt greasy or heavy. Every bite had that rich, savoury flavour youd expect from a good confit, and the skin had a satisfying crunch that held up till the last piece. Its the kind of dish you dont usually expect at a food centre, but Eddys really delivers. Po","Visited on a weekday during lunch hour. Queue moved fast and service is friendly.  Came on recommendation to try out their signature duck confit. The dish lived up to the good reviews. The duck is delicious, moist and not gamy. The condiments are alright."
ChIJFQYC8YwZ2jERaWLMF9m1AqM,Iggy's,OPERATIONAL,"581 Orchard Rd, Level 3 voco Orchard Singapore by IHG, Singapore 238883",https://maps.google.com/?cid=11746150722147476073&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.3060924999999999,103.82922359999999,6732 2234,+65 6732 2234,https://www.iggys.com.sg/,4.3,222.0,"alcohol, cosy, dessert, fine dining, french, fusion, hidden, italian, japanese, lunch, pastry, savigny les beaune, smooth silky enhanced, snacks amuse bouche, steak, udon, warm, wasn t pushy, wine, without prior reservation",Really cosy and smooth experience. Food was delicious and I loved the cold inaniwa dish with the amazing wine-like tomato.  I dont take alcohol so wished they had a more extensive drinks menu to cater to that.  Special mention to the hot and crispy ginger madeleines that made the menu feel more festive. The other table also gave their compliments to the chef for it.,Food 8/10 Service 11/10  Had a fine meal at Iggy's.  Had some stumbles at the start but finished strong  The snacks/amuse bouche looked exciting but was a major letdown.  Bafun uni on yam. The uni looked so fresh but was immediately was overpowered by the yam. The combination did not work at all. What a waste! I should have eaten the uni separately.  The tuna tartare on hash brown was so so. The hash brown was very oily.  The last was a cold pumpkin soup with tofu. That was excellent.  Inaniwa u,"Amazing experience start to finish. Service was impeccable and completely unintrusive - it never felt like they were anxiously hovering around, yet they're immediately there when you need them. Perfect. Food was also top notch - one of the few Michelin places that I actually felt was deserving of its star and status. Not a single bad dish on the lunch tasting menu. The fish was a revelation - exactly what a good fish steak should taste like. Full of natural flavour. Best thing was that the staff"
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,OPERATIONAL,"2 Adam Rd, #01-10 Adam Food Centre, Singapore 289876",https://maps.google.com/?cid=13835109931068451806&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.3241037999999998,103.8141321,8510 8197,+65 8510 8197,,4.1,203.0,"bread, curry, friendly, indian, lunch, nasi lemak, only hiag rd, plain as well, reached pretty early, rice, stick together not, upper boon keng, warm","The Mutton Meat Soup was really delicious and one of the best I have tried. Mutton meat were tender and flavourful. Every mouthful of the soup with mutton meat was a timeless journey to wonderland. Kinda warm though, since we are eating hot soup in a warm environment, so enjoyment level minus 5%.  Suggestion: Bring your own bread to dip in the soup for enhanced enjoyment. The bread they provide is decent, but there are better options to pair with the mutton soup.  The portion size of Lamb Shank ","Tried the super popular mutton soup, waited 45min in the queue at 2pm! its the longest queue in this place. the food was v good, strong mutton smell and taste but not as rich tasting as i expected. almost tasted too diluted. so it was a good dish but not a great one. however the meat is cook to perfection, thats a standout. All good but the v tiring queue... theres also v good alternatives like nasi lemak.","A hearty, beautifully-balanced bowl of Indian mutton soup that produces a symphony of meaty, aromatic flavours in the mouth from the first spoonful to the last drop. The varieties of meat parts are prepared well without gaminess, and cooked to retain the taste of spices and herbs from the soup. The stomach is slick and smooth, while the meat on the ribs are soft, tender and fall off the bones. Queues can be long and food can be sold out by the evening or earlier."
ChIJPTigtosZ2jERrLUm0plK7bY,Summer Palace,OPERATIONAL,"1 Cuscaden Rd, Level 3, Singapore 249715",https://maps.google.com/?cid=13181273708899513772&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.3047183,103.82465649999999,6725 3288,+65 6725 3288,http://www.conradsingaporeorchard.com/summerpalace,4.5,598.0,"calm, casual, chinese, cocktail, dim, dim sum, dinner, elegant, friendly, luxurious, pink centre making, rice, right wok hey, seafood, spinach which doesnt, steamed grouper which, tea, what another reviewer, wine","Celebrated a birthday and anniversary at Summer Palace. The entire customer journey from booking the place, pre ordering the dishes, and the actual dinner itself was flawless.  Every dish we ordered was outstanding, there was nothing we did not like.  I particularly liked the black pepper Angus beef with asparagus - the beef was perfectly cooked to medium with a pink centre, making it so juicy and it complimented the fragrant sauce so well.  The drunken prawns were as good as it gets. Fresh, plu","Summer Palace at Conrad Singapore Orchard delivers an exceptional dining experience that reflects the very best of refined hospitality. The cuisine is of outstanding quality,  thoughtfully prepared, beautifully presented, and rich in flavour  while the elegant setting creates a calm and luxurious atmosphere for an unforgettable meal.  What truly elevated the experience was the impeccable service. The team was attentive and polished, with special recognition to Brian, whose professionalism and fo","Easily one of the best Chinese restaurants Ive ever been to. I visited around three months ago, and I still cant stop thinking about the food  especially the steamed grouper, which was absolutely unforgettable. Every dish from the set menu was executed perfectly, from the freshness of the ingredients to the precision in flavor and presentation. You can really taste the mastery and consistency that earned them their Michelin star.  The service was just as excellent  attentive without being intrus"
ChIJM4U5qq8Z2jERLA2QVXb7GHE,Liang Zai Kitchen 靓仔私房菜,OPERATIONAL,"01-01, GB Point (opposite Geylang Bahru MRT station exit A 01-01 GB Point 邮区339351 (芽笼巴鲁地铁站, A, 出口对面 339351",https://maps.google.com/?cid=8149540011387129132&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.3213044999999999,103.870768,6443 0886,+65 6443 0886,,4.7,347.0,"bbq, buffet, free flow, grill, hotpot, lunch, not specially marinated, open, other soups available, rice, s far inferior, seafood, steamboat, stir fry dishes, theres no need","Often came here for malaxiangguo. It tasted good, delicious. It has quite many ingredients to choose from. Everything weight and is charged per 100g. So far, I prefer malaxiangguo more than mala soup. They have other soups available too.","Really enjoy coming here! There are many Mala soup options. The cooked food is very tasty and the hotpot/BBQ options let you have access to an array of seafood and meats, including marinated meats. Drink is free flow and they have apple juice which I love. The prices are also very affordable. Highly recommend.","Its located right next to AA, so customers coming to get their international driving permits can easily stop by for a meal.  The restaurant offers mala tang, stir-fried dishes, and a BBQ & hot pot buffet. The buffet is quite reasonably priced  $26.8+ for weekday lunch, and $29.8+ at other times, which includes drinks and dipping sauces. Soup bases are charged separately: $6 for one flavor, and an extra $3 for each additional flavor.  The BBQ and mala tang share the same self-serve ingredients, s"
ChIJq9pPbw0Z2jERqnm8RBMSAjY,Nouri,OPERATIONAL,"72 Amoy St, Singapore 069891",https://maps.google.com/?cid=3891692901968411050&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.2802746,103.84660219999999,9230 2477,+65 9230 2477,https://nouri.com.sg/,4.6,452.0,"balanced beauty creativity, bread, dessert, dinner, friendly, garden, italian, japanese, luxurious, not only delicious, perfect ending overall, seafood, small, variety of ingredients, vegan, vibrant","We visited to celebrate the end of our vacation and birthdays and had an amazing dining experience.  Wyman was very accommodating with our family with young kids over e-mail and once we arrived was so friendly.  The food was unique, thoughtful, had so many layers of flavor, and beautiful presentation.  We thoroughly enjoyed all of the courses and the stories and explanations that went into them.  The chef also came and spoke with us for a while at the end of the night which was a wonderful bonus","Very impressed with Nouri. As a vegan / plant-based diner, I could not be more satisfied with the meal. The chefs, sommelier and front of house team were on point and the variety of ingredients and the story behind the dish progression was fantastic. Recommend for everyone as a must-visit! Thank you for the experience ","This dinner was a true mix of Italian precision and Japanese elegance. Each dish was beautifully presented, almost like art on a plate. 	The lotus plate with tender meat was delicate and refined. 	The sea urchin dish was creamy, rich, and full of ocean flavor. 	The garden-style plate of greens and seafood felt fresh and vibrant. 	The star-shaped garnish in the broth was creative and eye-catching. 	The gold-leaf foam dessert was dramatic and luxurious, a perfect ending.  Overall, the food was not"
ChIJsZB8gLoZ2jERnze1mvqaDaI,THE SALADBOX,OPERATIONAL,"809 French Rd, #01-35 Kitchener Complex, Singapore 200809",https://maps.google.com/?cid=11677159809969633183&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,1.3082732,103.8623126,6291 3661,+65 6291 3661,http://www.thesaladbox.com.sg/,4.2,125.0,"completely disorganised making, healthy, healthy quick fix, lemongrass chicken topping, lunch, premium ones need, superb worst dining, vegan, warm",Its my first time trying out a salad bowl that is meant to be a meal. My idea of salad has been side dish and will never be filling. This salad bowl actually helps me with weight loss by entering a massive calorie deficit without having to go through suffering. Teriyaki chicken is tender and my favourite greens are superb.,"Worst dining experience I have had. The menu was confusing and completely disorganised, making it hard to tell what they actually sell. just look at the amount of information plastered everywhere.  Staff were rude, unbothered, and clueless. When I asked if the sauces contained dairy, the girl with long hair just said I dont know. It is unacceptable for a place with vegan options not to know if their food contains dairy.  The warm bowls were just microwaved food. What I got tasted old and borderl","I think the salad here is pretty affordable, with their warm bowl being $8.90 (if I recall correctly) The vegetables are fresh too.  However, I do find that its quite hard to order? I literally stared at their choices and did not understand how they charge you and all. Thankfully they have a sheet you can fill up similar to Maki-San, but even then it was quite confusing on how they charge you."
